,year,age,education,religion,happy,political_view,degree_obtained,political_view_id
61602,2016,37.0,9.0,None,Moderately Happy,Moderate,High School,4.0
61603,2016,74.0,12.0,Protestant,Moderately Happy,Moderate,Less Than High School,4.0
61604,2016,20.0,13.0,Catholic,Moderately Happy,Slightly Conservative,High School,5.0
61605,2016,83.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
61606,2016,60.0,14.0,Protestant,Moderately Happy,Moderate,High School,4.0
61607,2016,42.0,14.0,Protestant,Very Happy,Moderate,High School,4.0
61608,2016,44.0,16.0,Protestant,Moderately Happy,Conservative,Bachelor's,6.0
61609,2016,39.0,19.0,None,Moderately Happy,Moderate,Graduate,4.0
61610,2016,29.0,16.0,Catholic,Moderately Happy,Slightly Liberal,Bachelor's,3.0
61611,2016,37.0,16.0,Protestant,Moderately Happy,Slightly Liberal,Bachelor's,3.0
61612,2016,60.0,20.0,Catholic,Very Happy,Moderate,Graduate,4.0
61613,2016,62.0,16.0,None,Moderately Happy,Liberal,Associate/Junior College,2.0
61614,2016,85.0,19.0,Protestant,Moderately Happy,Liberal,Graduate,2.0
61615,2016,33.0,18.0,Protestant,Moderately Happy,Moderate,Graduate,4.0
61616,2016,30.0,15.0,None,Very Happy,Liberal,Associate/Junior College,2.0
61617,2016,78.0,20.0,None,Moderately Happy,Moderate,Graduate,4.0
61618,2016,23.0,16.0,Catholic,Very Happy,Moderate,Bachelor's,4.0
61619,2016,52.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
61620,2016,62.0,14.0,Catholic,Moderately Happy,Moderate,Associate/Junior College,4.0
61621,2016,41.0,16.0,Protestant,Not Happy,Slightly Conservative,Bachelor's,5.0
61622,2016,71.0,14.0,Protestant,Moderately Happy,Moderate,High School,4.0
61623,2016,62.0,13.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
61624,2016,71.0,16.0,Catholic,Very Happy,Moderate,Bachelor's,4.0
61625,2016,24.0,14.0,None,Moderately Happy,Slightly Liberal,High School,3.0
61626,2016,86.0,12.0,Catholic,Very Happy,Conservative,High School,6.0
61627,2016,42.0,12.0,Catholic,Not Happy,Moderate,High School,4.0
61628,2016,89.0,12.0,Protestant,Very Happy,Moderate,High School,4.0
61629,2016,59.0,12.0,Catholic,Moderately Happy,Extremely Conservative,High School,7.0
61630,2016,37.0,15.0,Protestant,Moderately Happy,Moderate,Associate/Junior College,4.0
61631,2016,67.0,16.0,Catholic,Very Happy,Conservative,Bachelor's,6.0
61632,2016,44.0,13.0,Catholic,Moderately Happy,Conservative,High School,6.0
61633,2016,67.0,12.0,Catholic,Very Happy,Slightly Conservative,High School,5.0
61634,2016,81.0,12.0,Catholic,Moderately Happy,Moderate,High School,4.0
61635,2016,22.0,12.0,Catholic,Moderately Happy,Moderate,High School,4.0
61636,2016,63.0,18.0,Protestant,Moderately Happy,Slightly Conservative,Associate/Junior College,5.0
61637,2016,89.0,17.0,Protestant,Moderately Happy,Moderate,Bachelor's,4.0
61638,2016,23.0,12.0,None,Not Happy,Liberal,High School,2.0
61639,2016,33.0,16.0,None,Very Happy,Liberal,Bachelor's,2.0
61640,2016,78.0,14.0,Catholic,Moderately Happy,Moderate,High School,4.0
61641,2016,89.0,12.0,Protestant,Very Happy,Unknown,Less Than High School,
61642,2016,58.0,12.0,Catholic,Very Happy,Conservative,High School,6.0
61643,2016,19.0,11.0,Catholic,Not Happy,Extremely Liberal,Less Than High School,1.0
61644,2016,63.0,12.0,Protestant,Very Happy,Moderate,High School,4.0
61645,2016,27.0,11.0,Protestant,Moderately Happy,Unknown,Less Than High School,
61646,2016,47.0,15.0,Protestant,Very Happy,Slightly Liberal,High School,3.0
61647,2016,22.0,12.0,Protestant,Moderately Happy,Extremely Conservative,High School,7.0
61648,2016,21.0,12.0,None,Moderately Happy,Moderate,High School,4.0
61649,2016,69.0,17.0,Catholic,Moderately Happy,Moderate,Bachelor's,4.0
61650,2016,26.0,14.0,Protestant,Very Happy,Moderate,High School,4.0
61651,2016,35.0,11.0,Catholic,Moderately Happy,Extremely Liberal,High School,1.0
61652,2016,40.0,12.0,Protestant,Not Happy,Moderate,High School,4.0
61653,2016,82.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
61654,2016,38.0,17.0,Protestant,Very Happy,Conservative,High School,6.0
61655,2016,34.0,12.0,Catholic,Moderately Happy,Moderate,High School,4.0
61656,2016,38.0,16.0,None,Not Happy,Conservative,High School,6.0
61657,2016,26.0,5.0,None,Very Happy,Slightly Conservative,Less Than High School,5.0
61658,2016,32.0,16.0,Protestant,Not Happy,Liberal,Bachelor's,2.0
61659,2016,60.0,19.0,Protestant,Very Happy,Liberal,Graduate,2.0
61660,2016,64.0,15.0,Protestant,Very Happy,Moderate,Associate/Junior College,4.0
61661,2016,50.0,12.0,None,Moderately Happy,Moderate,High School,4.0
61662,2016,65.0,13.0,Catholic,Very Happy,Moderate,High School,4.0
61663,2016,41.0,16.0,Catholic,Moderately Happy,Liberal,Bachelor's,2.0
61664,2016,88.0,12.0,Catholic,Moderately Happy,Slightly Conservative,Graduate,5.0
61665,2016,83.0,13.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
61666,2016,62.0,18.0,Catholic,Moderately Happy,Extremely Liberal,Graduate,1.0
61667,2016,52.0,12.0,None,Not Happy,Slightly Conservative,High School,5.0
61668,2016,59.0,12.0,None,Moderately Happy,Moderate,High School,4.0
61669,2016,23.0,17.0,Orthodox-Christian,Very Happy,Extremely Liberal,Bachelor's,1.0
61670,2016,22.0,15.0,Protestant,Moderately Happy,Slightly Liberal,High School,3.0
61671,2016,28.0,16.0,Protestant,Moderately Happy,Moderate,Associate/Junior College,4.0
61672,2016,52.0,18.0,Protestant,Moderately Happy,Slightly Conservative,Graduate,5.0
61673,2016,54.0,16.0,Protestant,Moderately Happy,Liberal,Bachelor's,2.0
61674,2016,86.0,20.0,Protestant,Moderately Happy,Liberal,Graduate,2.0
61675,2016,42.0,20.0,Christian,Moderately Happy,Moderate,Graduate,4.0
61676,2016,81.0,12.0,Protestant,Very Happy,Conservative,High School,6.0
61677,2016,21.0,12.0,None,Very Happy,Unknown,High School,
61678,2016,41.0,12.0,None,Not Happy,Moderate,High School,4.0
61679,2016,57.0,18.0,Protestant,Moderately Happy,Slightly Liberal,Graduate,3.0
61680,2016,23.0,13.0,None,Moderately Happy,Liberal,High School,2.0
61681,2016,50.0,12.0,Protestant,Very Happy,Moderate,High School,4.0
61682,2016,46.0,18.0,Catholic,Moderately Happy,Conservative,Graduate,6.0
61683,2016,39.0,16.0,None,Moderately Happy,Liberal,Bachelor's,2.0
61684,2016,57.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
61685,2016,66.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
61686,2016,45.0,14.0,Protestant,Not Happy,Moderate,High School,4.0
61687,2016,42.0,12.0,Protestant,Very Happy,Extremely Conservative,High School,7.0
61688,2016,60.0,13.0,Catholic,Moderately Happy,Moderate,High School,4.0
61689,2016,33.0,12.0,Protestant,Very Happy,Extremely Conservative,High School,7.0
61690,2016,36.0,10.0,None,Moderately Happy,Moderate,High School,4.0
61691,2016,84.0,12.0,Catholic,Moderately Happy,Conservative,High School,6.0
61692,2016,63.0,13.0,Protestant,Very Happy,Conservative,Associate/Junior College,6.0
61693,2016,60.0,14.0,None,Moderately Happy,Liberal,Associate/Junior College,2.0
61694,2016,22.0,16.0,Unknown,Very Happy,Unknown,Bachelor's,
61695,2016,68.0,17.0,Protestant,Moderately Happy,Conservative,Graduate,6.0
61696,2016,69.0,19.0,Protestant,Very Happy,Moderate,Graduate,4.0
61697,2016,53.0,16.0,Protestant,Moderately Happy,Conservative,Bachelor's,6.0
61698,2016,81.0,12.0,Protestant,Very Happy,Conservative,High School,6.0
61699,2016,35.0,9.0,Protestant,Moderately Happy,Moderate,High School,4.0
61700,2016,60.0,16.0,Protestant,Moderately Happy,Liberal,Bachelor's,2.0
61701,2016,65.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
61702,2016,67.0,12.0,Protestant,Moderately Happy,Unknown,High School,
61703,2016,64.0,17.0,Protestant,Moderately Happy,Liberal,Graduate,2.0
61704,2016,70.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
61705,2016,30.0,15.0,Protestant,Moderately Happy,Liberal,Associate/Junior College,2.0
61706,2016,31.0,17.0,Protestant,Not Happy,Slightly Liberal,Bachelor's,3.0
61707,2016,35.0,12.0,Protestant,Very Happy,Conservative,High School,6.0
61708,2016,72.0,12.0,Protestant,Very Happy,Extremely Conservative,High School,7.0
61709,2016,56.0,12.0,Protestant,Not Happy,Moderate,High School,4.0
61710,2016,68.0,18.0,Protestant,Moderately Happy,Slightly Liberal,Graduate,3.0
61711,2016,61.0,13.0,None,Very Happy,Liberal,High School,2.0
61712,2016,48.0,14.0,Protestant,Moderately Happy,Moderate,High School,4.0
61713,2016,53.0,14.0,Protestant,Moderately Happy,Moderate,High School,4.0
61714,2016,32.0,14.0,None,Moderately Happy,Moderate,High School,4.0
61715,2016,33.0,13.0,Catholic,Moderately Happy,Slightly Liberal,High School,3.0
61716,2016,29.0,11.0,None,Not Happy,Moderate,Less Than High School,4.0
61717,2016,52.0,12.0,Protestant,Not Happy,Moderate,High School,4.0
61718,2016,57.0,13.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
61719,2016,50.0,13.0,Unknown,Moderately Happy,Unknown,High School,
61720,2016,31.0,13.0,Protestant,Very Happy,Extremely Conservative,High School,7.0
61721,2016,53.0,12.0,Protestant,Very Happy,Moderate,High School,4.0
61722,2016,37.0,16.0,None,Not Happy,Slightly Conservative,Bachelor's,5.0
61723,2016,76.0,16.0,Protestant,Very Happy,Moderate,Bachelor's,4.0
61724,2016,53.0,17.0,Protestant,Not Happy,Conservative,Bachelor's,6.0
61725,2016,,12.0,Catholic,Very Happy,Moderate,High School,4.0
61726,2016,21.0,12.0,Protestant,Very Happy,Moderate,High School,4.0
61727,2016,65.0,16.0,Protestant,Not Happy,Extremely Conservative,Bachelor's,7.0
61728,2016,53.0,14.0,Protestant,Moderately Happy,Conservative,High School,6.0
61729,2016,53.0,16.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
61730,2016,47.0,16.0,Catholic,Moderately Happy,Slightly Conservative,Bachelor's,5.0
61731,2016,59.0,16.0,Protestant,Moderately Happy,Conservative,Bachelor's,6.0
61732,2016,78.0,12.0,Catholic,Very Happy,Moderate,High School,4.0
61733,2016,,12.0,Catholic,Very Happy,Moderate,High School,4.0
61734,2016,49.0,12.0,Protestant,Very Happy,Slightly Conservative,High School,5.0
61735,2016,65.0,17.0,Protestant,Very Happy,Conservative,Bachelor's,6.0
61736,2016,41.0,10.0,None,Moderately Happy,Moderate,Less Than High School,4.0
61737,2016,64.0,16.0,Protestant,Very Happy,Conservative,Bachelor's,6.0
61738,2016,61.0,12.0,Protestant,Moderately Happy,Unknown,High School,
61739,2016,32.0,20.0,Catholic,Very Happy,Conservative,Bachelor's,6.0
61740,2016,65.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
61741,2016,78.0,12.0,Protestant,Not Happy,Slightly Liberal,High School,3.0
61742,2016,48.0,12.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
61743,2016,45.0,14.0,Protestant,Moderately Happy,Slightly Conservative,Associate/Junior College,5.0
61744,2016,58.0,12.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
61745,2016,89.0,,Unknown,Not Happy,Unknown,Unknown,
61746,2016,55.0,12.0,Protestant,Moderately Happy,Conservative,High School,6.0
61747,2016,46.0,14.0,None,Moderately Happy,Slightly Conservative,High School,5.0
61748,2016,41.0,12.0,Catholic,Not Happy,Slightly Conservative,High School,5.0
61749,2016,80.0,12.0,Protestant,Very Happy,Extremely Conservative,High School,7.0
61750,2016,83.0,12.0,Protestant,Very Happy,Liberal,High School,2.0
61751,2016,85.0,12.0,Catholic,Moderately Happy,Slightly Conservative,High School,5.0
61752,2016,22.0,12.0,Protestant,Moderately Happy,Extremely Liberal,High School,1.0
61753,2016,38.0,16.0,Protestant,Very Happy,Conservative,Bachelor's,6.0
61754,2016,42.0,11.0,None,Moderately Happy,Moderate,High School,4.0
61755,2016,74.0,12.0,Catholic,Moderately Happy,Conservative,High School,6.0
61756,2016,29.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
61757,2016,37.0,16.0,Catholic,Moderately Happy,Conservative,Bachelor's,6.0
61758,2016,61.0,12.0,Catholic,Not Happy,Liberal,High School,2.0
61759,2016,71.0,14.0,Protestant,Very Happy,Moderate,Associate/Junior College,4.0
61760,2016,35.0,8.0,None,Moderately Happy,Moderate,Less Than High School,4.0
61761,2016,21.0,12.0,None,Very Happy,Moderate,High School,4.0
61762,2016,63.0,14.0,Protestant,Very Happy,Moderate,Associate/Junior College,4.0
61763,2016,67.0,14.0,Protestant,Very Happy,Moderate,High School,4.0
61764,2016,27.0,11.0,None,Moderately Happy,Conservative,Less Than High School,6.0
61765,2016,75.0,6.0,Protestant,Moderately Happy,Conservative,Less Than High School,6.0
61766,2016,33.0,11.0,Catholic,Not Happy,Unknown,High School,
61767,2016,47.0,16.0,Catholic,Not Happy,Conservative,Associate/Junior College,6.0
61768,2016,26.0,15.0,None,Moderately Happy,Moderate,High School,4.0
61769,2016,36.0,11.0,Protestant,Moderately Happy,Conservative,High School,6.0
61770,2016,64.0,12.0,Protestant,Very Happy,Slightly Liberal,High School,3.0
61771,2016,81.0,13.0,Protestant,Very Happy,Slightly Conservative,High School,5.0
61772,2016,76.0,16.0,Protestant,Very Happy,Slightly Liberal,Bachelor's,3.0
61773,2016,23.0,12.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
61774,2016,71.0,8.0,Protestant,Moderately Happy,Moderate,Less Than High School,4.0
61775,2016,30.0,12.0,Orthodox-Christian,Not Happy,Conservative,High School,6.0
61776,2016,48.0,14.0,Catholic,Moderately Happy,Slightly Conservative,Associate/Junior College,5.0
61777,2016,39.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
61778,2016,71.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
61779,2016,25.0,11.0,None,Moderately Happy,Unknown,High School,
61780,2016,23.0,14.0,Protestant,Very Happy,Moderate,High School,4.0
61781,2016,53.0,14.0,Catholic,Moderately Happy,Moderate,High School,4.0
61782,2016,63.0,12.0,None,Moderately Happy,Moderate,High School,4.0
61783,2016,23.0,16.0,Catholic,Very Happy,Liberal,Bachelor's,2.0
61784,2016,60.0,12.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
61785,2016,78.0,12.0,Protestant,Very Happy,Moderate,High School,4.0
61786,2016,32.0,13.0,None,Moderately Happy,Slightly Conservative,High School,5.0
61787,2016,49.0,13.0,Protestant,Moderately Happy,Slightly Liberal,High School,3.0
61788,2016,62.0,19.0,Protestant,Moderately Happy,Moderate,Graduate,4.0
61789,2016,31.0,19.0,Protestant,Moderately Happy,Moderate,Graduate,4.0
61790,2016,69.0,18.0,Protestant,Moderately Happy,Slightly Conservative,Bachelor's,5.0
61791,2016,67.0,17.0,Catholic,Moderately Happy,Conservative,Graduate,6.0
61792,2016,24.0,16.0,None,Very Happy,Liberal,Bachelor's,2.0
61793,2016,29.0,18.0,None,Very Happy,Extremely Liberal,Graduate,1.0
61794,2016,30.0,12.0,Protestant,Very Happy,Extremely Liberal,High School,1.0
61795,2016,77.0,12.0,Protestant,Very Happy,Liberal,Less Than High School,2.0
61796,2016,25.0,18.0,None,Moderately Happy,Slightly Liberal,Bachelor's,3.0
61797,2016,50.0,20.0,Protestant,Not Happy,Extremely Liberal,Graduate,1.0
61798,2016,78.0,14.0,Catholic,Moderately Happy,Conservative,High School,6.0
61799,2016,33.0,12.0,None,Not Happy,Liberal,High School,2.0
61800,2016,67.0,14.0,Catholic,Moderately Happy,Slightly Liberal,High School,3.0
61801,2016,67.0,13.0,Protestant,Very Happy,Moderate,High School,4.0
61802,2016,30.0,16.0,Protestant,Very Happy,Extremely Conservative,Bachelor's,7.0
61803,2016,65.0,12.0,Protestant,Moderately Happy,Slightly Liberal,High School,3.0
61804,2016,67.0,12.0,Catholic,Moderately Happy,Moderate,High School,4.0
61805,2016,45.0,19.0,Protestant,Moderately Happy,Conservative,Bachelor's,6.0
61806,2016,34.0,12.0,None,Moderately Happy,Conservative,High School,6.0
61807,2016,29.0,13.0,None,Very Happy,Liberal,High School,2.0
61808,2016,84.0,12.0,Catholic,Moderately Happy,Moderate,High School,4.0
61809,2016,39.0,10.0,Protestant,Moderately Happy,Moderate,High School,4.0
61810,2016,76.0,12.0,Protestant,Very Happy,Moderate,High School,4.0
61811,2016,69.0,17.0,Catholic,Not Happy,Moderate,Graduate,4.0
61812,2016,43.0,12.0,Catholic,Moderately Happy,Moderate,High School,4.0
61813,2016,89.0,15.0,Protestant,Moderately Happy,Extremely Liberal,Associate/Junior College,1.0
61814,2016,67.0,12.0,Catholic,Moderately Happy,Moderate,High School,4.0
61815,2016,59.0,12.0,Catholic,Moderately Happy,Moderate,High School,4.0
61816,2016,64.0,14.0,Protestant,Moderately Happy,Moderate,Associate/Junior College,4.0
61817,2016,23.0,12.0,Protestant,Very Happy,Moderate,Less Than High School,4.0
61818,2016,32.0,10.0,Inter-Nondenominational,Moderately Happy,Extremely Liberal,High School,1.0
61819,2016,46.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
61820,2016,48.0,12.0,None,Moderately Happy,Slightly Liberal,High School,3.0
61821,2016,64.0,14.0,Islam,Moderately Happy,Moderate,High School,4.0
61822,2016,46.0,12.0,Catholic,Moderately Happy,Slightly Liberal,High School,3.0
61823,2016,86.0,13.0,Protestant,Moderately Happy,Moderate,High School,4.0
61824,2016,18.0,12.0,None,Moderately Happy,Slightly Liberal,High School,3.0
61825,2016,20.0,14.0,Catholic,Moderately Happy,Moderate,High School,4.0
61826,2016,65.0,17.0,Protestant,Moderately Happy,Liberal,Bachelor's,2.0
61827,2016,63.0,12.0,Protestant,Moderately Happy,Conservative,High School,6.0
61828,2016,80.0,12.0,Protestant,Moderately Happy,Extremely Conservative,High School,7.0
61829,2016,21.0,13.0,Catholic,Moderately Happy,Slightly Liberal,High School,3.0
61830,2016,40.0,12.0,None,Moderately Happy,Unknown,High School,
61831,2016,33.0,15.0,Catholic,Moderately Happy,Moderate,High School,4.0
61832,2016,22.0,13.0,Protestant,Moderately Happy,Moderate,High School,4.0
61833,2016,68.0,12.0,Catholic,Not Happy,Unknown,High School,
61834,2016,32.0,16.0,None,Moderately Happy,Moderate,Bachelor's,4.0
61835,2016,57.0,10.0,Protestant,Moderately Happy,Extremely Conservative,Less Than High School,7.0
61836,2016,55.0,11.0,Protestant,Not Happy,Moderate,Less Than High School,4.0
61837,2016,21.0,14.0,Catholic,Moderately Happy,Moderate,High School,4.0
61838,2016,18.0,11.0,Protestant,Not Happy,Extremely Conservative,Less Than High School,7.0
61839,2016,39.0,10.0,Protestant,Not Happy,Extremely Conservative,High School,7.0
61840,2016,27.0,16.0,None,Very Happy,Conservative,Associate/Junior College,6.0
61841,2016,29.0,12.0,Catholic,Moderately Happy,Slightly Liberal,High School,3.0
61842,2016,70.0,15.0,Catholic,Moderately Happy,Conservative,High School,6.0
61843,2016,41.0,17.0,Protestant,Very Happy,Extremely Conservative,Bachelor's,7.0
61844,2016,40.0,12.0,Catholic,Very Happy,Slightly Conservative,High School,5.0
61845,2016,20.0,12.0,Protestant,Moderately Happy,Extremely Conservative,High School,7.0
61846,2016,27.0,14.0,Protestant,Moderately Happy,Slightly Liberal,Associate/Junior College,3.0
61847,2016,53.0,12.0,Catholic,Very Happy,Extremely Conservative,High School,7.0
61848,2016,49.0,12.0,Catholic,Moderately Happy,Slightly Conservative,High School,5.0
61849,2016,62.0,12.0,None,Moderately Happy,Conservative,High School,6.0
61850,2016,49.0,12.0,Catholic,Moderately Happy,Moderate,High School,4.0
61851,2016,48.0,12.0,Protestant,Moderately Happy,Slightly Liberal,High School,3.0
61852,2016,23.0,12.0,Protestant,Not Happy,Moderate,High School,4.0
61853,2016,61.0,15.0,Catholic,Moderately Happy,Conservative,High School,6.0
61854,2016,77.0,9.0,Catholic,Not Happy,Extremely Conservative,High School,7.0
61855,2016,44.0,7.0,Catholic,Very Happy,Extremely Liberal,Less Than High School,1.0
61856,2016,70.0,7.0,Catholic,Very Happy,Slightly Conservative,Less Than High School,5.0
61857,2016,60.0,12.0,Catholic,Moderately Happy,Extremely Liberal,High School,1.0
61858,2016,51.0,10.0,Catholic,Moderately Happy,Extremely Liberal,High School,1.0
61859,2016,49.0,12.0,Catholic,Very Happy,Moderate,High School,4.0
61860,2016,52.0,16.0,Protestant,Moderately Happy,Conservative,Bachelor's,6.0
61861,2016,58.0,14.0,Protestant,Moderately Happy,Slightly Conservative,Associate/Junior College,5.0
61862,2016,56.0,12.0,Christian,Not Happy,Moderate,High School,4.0
61863,2016,43.0,16.0,Protestant,Moderately Happy,Conservative,Bachelor's,6.0
61864,2016,41.0,12.0,Protestant,Not Happy,Conservative,High School,6.0
61865,2016,42.0,11.0,Protestant,Very Happy,Moderate,Less Than High School,4.0
61866,2016,65.0,10.0,Protestant,Not Happy,Moderate,High School,4.0
61867,2016,19.0,13.0,Protestant,Moderately Happy,Moderate,High School,4.0
61868,2016,44.0,14.0,Protestant,Very Happy,Slightly Conservative,Associate/Junior College,5.0
61869,2016,79.0,14.0,Protestant,Not Happy,Slightly Conservative,High School,5.0
61870,2016,46.0,8.0,Protestant,Not Happy,Unknown,Less Than High School,
61871,2016,72.0,12.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
61872,2016,56.0,12.0,Protestant,Moderately Happy,Conservative,High School,6.0
61873,2016,58.0,13.0,Protestant,Moderately Happy,Conservative,High School,6.0
61874,2016,53.0,12.0,Protestant,Moderately Happy,Moderate,High School,4.0
61875,2016,33.0,10.0,Protestant,Moderately Happy,Slightly Liberal,Less Than High School,3.0
61876,2016,26.0,11.0,Protestant,Moderately Happy,Moderate,High School,4.0
61877,2016,56.0,12.0,Protestant,Moderately Happy,Slightly Conservative,High School,5.0
61878,2016,40.0,11.0,Protestant,Moderately Happy,Conservative,High School,6.0
61879,2016,59.0,20.0,Protestant,Moderately Happy,Slightly Conservative,Bachelor's,5.0
61880,2016,59.0,14.0,Protestant,Not Happy,Conservative,Associate/Junior College,6.0
61881,2016,52.0,16.0,Protestant,Moderately Happy,Extremely Conservative,Bachelor's,7.0
61882,2016,60.0,11.0,Protestant,Not Happy,Extremely Conservative,Less Than High School,7.0
61883,2016,27.0,12.0,Protestant,Moderately Happy,Conservative,High School,6.0
61884,2016,70.0,16.0,Catholic,Moderately Happy,Conservative,Bachelor's,6.0
61885,2016,38.0,10.0,Protestant,Not Happy,Moderate,Less Than High School,4.0
61886,2016,57.0,11.0,Catholic,Moderately Happy,Extremely Liberal,Less Than High School,1.0
61887,2016,54.0,10.0,Catholic,Moderately Happy,Slightly Liberal,Less Than High School,3.0
61888,2016,21.0,11.0,Catholic,Moderately Happy,Moderate,Less Than High School,4.0
61889,2016,83.0,6.0,Catholic,Moderately Happy,Moderate,Less Than High School,4.0
61890,2016,46.0,14.0,Catholic,Moderately Happy,Slightly Liberal,Associate/Junior College,3.0
61891,2016,18.0,10.0,Protestant,Not Happy,Unknown,High School,
61892,2016,24.0,12.0,Catholic,Very Happy,Moderate,High School,4.0
61893,2016,37.0,12.0,None,Not Happy,Slightly Conservative,Less Than High School,5.0
61894,2016,47.0,12.0,Catholic,Moderately Happy,Moderate,High School,4.0
61895,2016,24.0,13.0,Protestant,Very Happy,Conservative,High School,6.0
61896,2016,66.0,12.0,Catholic,Moderately Happy,Conservative,High School,6.0
61897,2016,63.0,10.0,Protestant,Very Happy,Conservative,Less Than High School,6.0
61898,2016,58.0,12.0,Protestant,Not Happy,Extremely Conservative,High School,7.0
61899,2016,42.0,10.0,Protestant,Very Happy,Slightly Liberal,Less Than High School,3.0
61900,2016,48.0,17.0,Catholic,Very Happy,Liberal,Bachelor's,2.0
61901,2016,54.0,14.0,None,Moderately Happy,Moderate,High School,4.0
61902,2016,65.0,9.0,Protestant,Not Happy,Conservative,Less Than High School,6.0
61903,2016,37.0,15.0,None,Moderately Happy,Slightly Liberal,High School,3.0
61904,2016,59.0,6.0,Protestant,Very Happy,Slightly Liberal,Less Than High School,3.0
61905,2016,54.0,12.0,Protestant,Very Happy,Slightly Liberal,High School,3.0
61906,2016,35.0,14.0,Protestant,Moderately Happy,Moderate,Less Than High School,4.0
61907,2016,29.0,14.0,Catholic,Very Happy,Liberal,High School,2.0
61908,2016,35.0,11.0,Protestant,Moderately Happy,Moderate,Less Than High School,4.0
61909,2016,68.0,16.0,Protestant,Not Happy,Liberal,Bachelor's,2.0
61910,2016,55.0,6.0,None,Very Happy,Moderate,Less Than High School,4.0
61911,2016,57.0,14.0,Protestant,Not Happy,Slightly Conservative,Associate/Junior College,5.0
61912,2016,78.0,16.0,Unknown,Not Happy,Slightly Liberal,Bachelor's,3.0
61913,2016,71.0,16.0,Protestant,Moderately Happy,Conservative,Bachelor's,6.0
61914,2016,64.0,20.0,Protestant,Very Happy,Liberal,Graduate,2.0
61915,2016,44.0,11.0,Protestant,Moderately Happy,Moderate,Less Than High School,4.0
61916,2016,57.0,15.0,Other,Not Happy,Moderate,High School,4.0
61917,2016,25.0,14.0,Protestant,Very Happy,Moderate,High School,4.0
61918,2016,30.0,16.0,Catholic,Very Happy,Liberal,High School,2.0
61919,2016,58.0,14.0,Protestant,Moderately Happy,Conservative,Associate/Junior College,6.0
61920,2016,76.0,12.0,Protestant,Very Happy,Slightly Conservative,High School,5.0
61921,2016,28.0,14.0,Protestant,Moderately Happy,Liberal,High School,2.0
61922,2016,51.0,12.0,Native American,Moderately Happy,Slightly Liberal,High School,3.0
61923,2016,35.0,16.0,None,Very Happy,Slightly Liberal,Bachelor's,3.0
61924,2016,22.0,14.0,None,Moderately Happy,Conservative,High School,6.0
61925,2016,25.0,16.0,Protestant,Moderately Happy,Moderate,Bachelor's,4.0
61926,2016,59.0,19.0,Protestant,Moderately Happy,Slightly Conservative,Graduate,5.0
61927,2016,55.0,12.0,Protestant,Moderately Happy,Conservative,High School,6.0
61928,2016,84.0,16.0,Unknown,Very Happy,Conservative,Bachelor's,6.0
61929,2016,55.0,8.0,Protestant,Not Happy,Moderate,Less Than High School,4.0
61930,2016,79.0,12.0,Catholic,Not Happy,Slightly Liberal,Less Than High School,3.0
61931,2016,84.0,13.0,Protestant,Very Happy,Conservative,High School,6.0
61932,2016,65.0,15.0,Protestant,Very Happy,Moderate,Associate/Junior College,4.0
61933,2016,61.0,16.0,Catholic,Moderately Happy,Liberal,High School,2.0
61934,2016,26.0,9.0,Protestant,Not Happy,Slightly Conservative,High School,5.0
61935,2016,57.0,12.0,Catholic,Not Happy,Moderate,High School,4.0
61936,2016,31.0,17.0,None,Moderately Happy,Slightly Liberal,Bachelor's,3.0
61937,2016,38.0,16.0,None,Very Happy,Slightly Conservative,Bachelor's,5.0
61938,2016,51.0,11.0,Protestant,Not Happy,Extremely Conservative,High School,7.0
61939,2016,22.0,10.0,Unknown,Not Happy,Unknown,Less Than High School,
61940,2016,55.0,18.0,Protestant,Moderately Happy,Conservative,Graduate,6.0
61941,2016,46.0,20.0,Orthodox-Christian,Moderately Happy,Moderate,Associate/Junior College,4.0
61942,2016,80.0,16.0,None,Moderately Happy,Moderate,Bachelor's,4.0
61943,2016,53.0,14.0,None,Not Happy,Moderate,High School,4.0
61944,2016,31.0,12.0,Other,Moderately Happy,Moderate,High School,4.0
61945,2016,53.0,12.0,Catholic,Very Happy,Slightly Conservative,High School,5.0
